rule_id,rule_version,rule_text,input_category,recommended_category,applicable_query_categories,required_context,query_terms,candidate_terms,scenario_label,gender_context,formality_level,occasion_tags,season_tags,source_type,source_title,source_author_or_org,source_year,source_url_or_reference,source_locator,source_access_date,source_validation_status,source_reliability,evidence_summary,rule_scope,rule_limitations,audit_status,supersedes_rule_ids
K017,1,"For an explicit smart-casual request, loafers, brogues or Derbys are supported shoe categories on the smarter side of the code.",tops,shoes,tops|bottoms|outerwear,none,smart casual|smart-casual,none,smart_casual,menswear,smart casual,daytime,all,fashion_editorial,"A full, BS-free breakdown of how to do smart-casual",British GQ,2023,https://www.gq-magazine.co.uk/article/how-to-dress-smart-casual,sections listing leather shoes within smart casual,2026-08-16,verified_reachable_and_direct_2026-08-16,high,"The source directly identifies loafers, brogues and Derbys as smart-casual footwear.",Explicit smart-casual cases.,Menswear-focused; not evidence for heels or womenswear-specific footwear.,retain,R013
K018,1,"For an explicit black-tie menswear request, prefer black patent or highly polished formal shoes.",bottoms,shoes,tops|bottoms|outerwear,none,black tie|black-tie|tuxedo|dinner suit,none,formal_evening,menswear,black tie,black tie|formal evening,all,fashion_editorial,Black tie dress code explained,British GQ,2024,https://www.gq-magazine.co.uk/article/black-tie-guide,footwear section recommending patent formal shoes,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The guide directly recommends black patent footwear as part of conventional black tie.,Menswear black-tie footwear.,Not applicable to creative black tie or womenswear.,retain,R015|R093
K019,1,"When a top is explicitly bold-coloured and the request asks for restraint, neutral footwear is a supported way to avoid an additional competing colour.",tops,shoes,tops,none,bold colour|bold color|bright|vibrant & restraint|restrained|subtle,none,colour_coordination,general,general,none,all,education_editorial,How to Match Clothes Using the Color Wheel,MasterClass,2021,https://www.masterclass.com/articles/how-to-match-clothes-using-the-color-wheel,sections on neutrals and colour-wheel schemes,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,The source directly explains using neutrals and colour-wheel schemes to simplify outfit colour matching.,Explicit bold-colour queries with a restrained request.,Colour must be present in permitted text; no image-derived colour labels.,retain,R018
K020,1,"For an explicitly polished blazer-based business-casual outfit, choose smart-looking shoes rather than athletic or evening footwear.",outerwear,shoes,outerwear,none,blazer|sportcoat|sport coat|tailored jacket & business casual|business-casual,none,business_casual,menswear,business casual,office|work,all,fashion_editorial,What Is Business Casual? The GQ Guide to Dressing for Work and Beyond,GQ,2025,https://www.gq.com/story/business-casual-attire-for-men-explained,sections pairing business-casual clothing with smart-looking shoes,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The source directly frames smart-looking shoes as part of business-casual dressing.,Blazer-led business-casual outfits.,The source does not identify one mandatory shoe subtype.,retain,R014
K021,1,"For an explicit wedding-guest bag, shoes do not need to match the bag; avoid claiming that bag-and-shoe colour matching is required.",bags,shoes,bags,none,bag|handbag|clutch|tote & wedding|wedding guest,none,wedding_coordination,womenswear,formal,wedding|wedding guest,all,fashion_editorial,What To Wear To A Wedding,British Vogue,2019,https://www.vogue.co.uk/article/what-to-wear-to-a-wedding,lines 54-71: non-matching guidance and top-handle bag advice,2026-08-16,verified_reachable_and_direct_2026-08-16,high,"The source explicitly advises against automatically coordinating bags, shoes and belts for wedding-guest styling.",Wedding-guest bag-to-shoe coordination.,This is negative guidance and does not select a specific shoe.,retain,R005|R029
K022,1,"When jeans are explicit and the request asks for more polish, a blazer is a supported outerwear direction.",bottoms,outerwear,bottoms,none,jean|jeans|denim & polish|polished|dress up|dressed up|elevate,none,smart_casual,general,smart casual,daytime|office,all,fashion_editorial,What Is Business Casual? The GQ Guide to Dressing for Work and Beyond,GQ,2025,https://www.gq.com/story/business-casual-attire-for-men-explained,sections discussing dark jeans and unstructured blazers,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The source directly discusses dark jeans with unstructured blazers in business-casual-adjacent outfits.,Explicit denim needing polish.,Workplace acceptance of denim must not be inferred.,retain,R108
K023,1,"For explicit chinos in a smart-casual request, an unstructured blazer is a supported outerwear direction.",bottoms,outerwear,bottoms,none,chino|chinos & smart casual|smart-casual,none,smart_casual,menswear,smart casual,dinner|date,all,fashion_editorial,How to style chinos and trainers,British GQ,2026,https://www.gq-magazine.co.uk/article/how-to-style-chinos-and-trainers,paragraphs recommending an unstructured blazer,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The article directly recommends an unstructured blazer to elevate chinos and refined trainers.,Chino-based smart-casual outfits.,Not evidence for formal suit jackets.,retain,R109
K024,1,"For explicit tailored trousers in a business-casual request, a blazer or tailored jacket is a supported outerwear category.",bottoms,outerwear,bottoms,none,tailored trouser|tailored trousers|dress pants|smart trousers & business casual|business-casual,none,business_casual,general,business casual,office|work,all,fashion_editorial,What Is Business Casual? The GQ Guide to Dressing for Work and Beyond,GQ,2025,https://www.gq.com/story/business-casual-attire-for-men-explained,business-casual sections on trousers and blazers,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The source directly includes tailored trousers and blazers within business-casual dressing.,Tailored-trouser workwear.,Menswear-focused and not evidence for black-tie outerwear.,retain,R110
K025,1,"For an explicit business-casual button-up, a classic blazer is a directly supported outerwear option for workplace polish.",tops,outerwear,tops,none,work shirt|business shirt|button up|button-up|button down|button-down & business casual|business-casual,none,business_casual,menswear,business casual,office|work,all,fashion_editorial,What Is Business Casual? The GQ Guide to Dressing for Work and Beyond,GQ,2025,https://www.gq.com/story/business-casual-attire-for-men-explained,What Is Business Casual and Button-Ups sections,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The guide identifies button-ups as business-casual anchors and says the outfit can be completed with a classic blazer.,Menswear business-casual button-ups to blazers.,Office norms vary; this does not establish a required blazer or support blouse queries.,retain,R113|R118
K026,1,"For an explicit casual tee, a relaxed jacket such as a denim jacket or bomber is category-appropriate when the request remains casual.",tops,outerwear,tops,none,t-shirt|t shirt|tee,none,casual_daytime,general,casual,daytime,all,fashion_editorial,A Celebrity Guide To Nailing A Smart Casual Dress Code,British Vogue,2023,https://www.vogue.co.uk/article/smart-casual-dress-code-celebrity-guide,discussion and examples balancing casual and elevated layers,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The source directly presents relaxed garments and jackets within casual-to-smart-casual outfits.,Casual tee outfits.,Do not use for formal or evening outerwear.,retain,R114
K027,1,"For explicit black-tie footwear or a tuxedo context, outerwear must preserve formal evening tone; do not recommend clearly casual jackets.",shoes,outerwear,shoes|tops|bottoms,none,black tie|black-tie|tuxedo|patent shoe|formal shoe,none,formal_evening,general,black tie,black tie|formal evening,all,fashion_editorial,The Vogue Guide To A Black-Tie Dress Code,British Vogue,2025,https://www.vogue.co.uk/article/black-tie-dress-code,lines 71-77 and 244-250 on formal evening expectations,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The guide directly defines black tie as formal evening dressing and advises erring toward formality.,Negative formality constraint for outerwear.,The source does not prescribe a particular coat subtype.,retain,R119
K028,1,"When a structured tote is explicit in a smart-casual request, a blazer is a directly illustrated outerwear pairing.",bags,outerwear,bags,none,structured tote|leather tote|structured bag & smart casual|smart-casual,none,smart_casual,womenswear,smart casual,daytime|office,all,fashion_editorial,A Celebrity Guide To Nailing A Smart Casual Dress Code,British Vogue,2023,https://www.vogue.co.uk/article/smart-casual-dress-code-celebrity-guide,lines 95-101: blazer styling and structured leather tote,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The article directly pairs blazer-based smart-casual styling with a structured leather tote.,Structured-tote smart-casual outfits.,"Does not support canvas totes, scarves or unrelated bag subtypes.",retain,R044|R122
K029,1,"For an explicit black-tie outfit, a small embellished or beaded evening bag is a supported bag direction.",tops,bags,tops|bottoms|shoes|outerwear,none,black tie|black-tie|tuxedo|evening gown|formal evening,none,formal_evening,womenswear,black tie,black tie|formal evening,all,fashion_editorial,The Vogue Guide To A Black-Tie Dress Code,British Vogue,2025,https://www.vogue.co.uk/article/black-tie-dress-code,lines 198-206 and black-tie bag edit,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The guide directly states that a bold beaded bag can elevate a black-tie outfit.,Women's black-tie bag recommendation.,Not applicable to casual daytime or menswear cases.,retain,R027
K030,1,"For an explicit wedding-guest request, a small top-handle bag is directly supported; a clutch is not mandatory.",tops,bags,tops|bottoms|shoes|outerwear,none,wedding|wedding guest,none,wedding_guest,womenswear,formal,wedding,all,fashion_editorial,What To Wear To A Wedding,British Vogue,2019,https://www.vogue.co.uk/article/what-to-wear-to-a-wedding,lines 69-71 on top-handle bags,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The guide directly recommends a small top-handle bag for wedding guests and rejects clutch defaulting.,Wedding-guest bag selection.,Specific to the cited editorial's womenswear wedding context.,retain,R029
K031,1,"For an explicitly minimal date-night outfit, a handbag may be used as the controlled statement accent.",tops,bags,tops|bottoms|shoes|outerwear,none,minimal|minimalist|simple & date night|date-night|evening date,none,date_night,womenswear,evening,date night|dinner|theatre|theater,all,fashion_editorial,"Your Guide To Elegant Date-Night Style, By 5 Fashion Insiders",NET-A-PORTER / PORTER,2026,https://www.net-a-porter.com/en-gb/porter/article-f6421bef33aadc15/fashion/art-of-style/%252Fporter%252Farticle-f6421bef33aadc15,lines 703-729: minimal outfit with a handbag,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,A fashion consultant directly recommends complementing a minimal date-night outfit with a handbag.,Minimal date-night outfits.,"Does not support a specific bag colour, material or size.",retain,R032
K032,1,"For an explicit festive outfit with a black or dark base, a coloured evening bag is a supported alternative to default black accessories.",tops,bags,tops|bottoms|shoes|outerwear,none,festive|party & dark toned|dark-toned|black outfit|dark outfit,none,festive_colour,womenswear,evening,party|festive,winter,fashion_editorial,Personal Shopper Ella Shares Her Must-Haves,NET-A-PORTER / PORTER,2022,https://www.net-a-porter.com/en-gb/porter/article-bfe6ce452df5c6e5/fashion/art-of-style/net-a-porter-personal-shopper,lines 703-716 and evening-bag section,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,The stylist directly recommends a pop of colour in shoes and bags with black or darker-toned party outfits.,Dark festive outfits.,Requires the dark or festive context to be explicit.,retain,R033
K033,1,"For an explicit blazer-led smart-casual outfit, a structured leather tote is a directly supported bag pairing.",outerwear,bags,outerwear|tops,none,blazer|tailored jacket & smart casual|smart-casual,none,smart_casual,womenswear,smart casual,daytime|office,all,fashion_editorial,A Celebrity Guide To Nailing A Smart Casual Dress Code,British Vogue,2023,https://www.vogue.co.uk/article/smart-casual-dress-code-celebrity-guide,lines 95-101: blazer and structured leather tote,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The article directly presents a structured leather tote with blazer-based smart-casual styling.,Blazer-led smart-casual outfits.,Do not generalize to casual canvas totes or formal evening bags.,retain,R044
K034,1,"For explicit straight-leg jeans being dressed up with tailoring and heels, a structured bag is a directly supported finishing category.",bottoms,bags,bottoms|outerwear|shoes,none,straight leg jean|straight-leg jean|jeans|denim & blazer|tailoring|tailored & heel|heels,none,polished_denim,womenswear,smart casual,daytime|evening,winter,fashion_editorial,The Easiest Way to Dress Up Jeans This Winter,Who What Wear,2017,https://www.whowhatwear.com/dress-up-jeans,opening outfit formula: jeans tailored blazer heels and structured bag,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,"The editorial directly gives a jeans, tailored blazer, heels and structured-bag formula.",Explicit polished-denim outfits.,Trend editorial; not a universal rule for all denim cases.,retain,none
K035,1,"When a bag is explicitly logo-heavy or visually loud, pair it with an otherwise low-key outfit rather than adding competing statement pieces.",tops,bags,tops|bottoms|shoes|outerwear,none,logo|monogram|logo-strewn|statement,none,focal_point,menswear,smart casual,office|travel,all,fashion_editorial,David Beckham Carries Your New Haul-All for the Office,GQ,2016,https://www.gq.com/story/david-beckham-style-bag,closing styling takeaway on logo-heavy bags,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,The article directly advises pairing a logo-heavy bag with a low-key outfit.,Visually loud bag candidates.,Celebrity editorial and menswear-specific; use only when logo detail is explicit.,retain,none
K036,1,"For explicit baggy jeans with a bomber or menswear-inspired outerwear, a simple tote is an observed editorially supported bag direction.",bottoms,bags,bottoms|outerwear,none,baggy jean|baggy jeans|wide leg jean|wide-leg jean & bomber|menswear,none,casual_daytime,general,casual,daytime,all,fashion_editorial,Baggy Jeans Are Still Trending—7 Ways to Style the Model Off-Duty Staple,Vogue,2026,https://www.vogue.com/article/baggy-jean-outfits,baggy-jeans outfit formula with bomber and tote,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,The editorial presents baggy denim with a bomber and tote as a complete outfit formula.,Baggy-denim casual outfits.,Observed editorial formula rather than a universal prescription.,retain,none
K037,1,"For explicit women's black-tie attire, a refined clutch or minaudiere is a supported bag category.",tops,bags,tops|bottoms|shoes|outerwear,none,black tie|black-tie|formal evening|evening gown,none,formal_evening,womenswear,black tie,black tie|formal evening,all,retailer_expert_editorial,The Harrods Guide to Women’s Black-Tie Dress Codes,Harrods,2026,https://www.harrods.com/en-gb/c/stories/women/black-tie-dress-code-guide,lines 629-674: formal accessories and clutch examples,2026-08-16,verified_reachable_and_direct_2026-08-16,medium,The guide discusses refined black-tie accessories and presents clutch bags within the black-tie edit.,Women's black-tie bag category.,Product-linked retailer editorial; does not support metallic shoe-to-bag matching.,retain,R046|R124
K038,1,"When an oversized tote or hobo is explicit, a close-fitting or otherwise non-oversized top is a supported way to keep volume concentrated in one statement piece.",bags,tops,bags,none,oversized tote|giant tote|oversized bag|large hobo,none,volume_control,general,casual,daytime,all,fashion_editorial,Baggy Fashion Is In: What I Learned Embracing the Trend,Vogue,2022,https://www.vogue.com/article/baggy-fashion-summer-trend-styling-tips,stylist quotation advising one oversized element at a time,2026-08-16,verified_reachable_and_direct_2026-08-16,high,Stylists explicitly advise choosing one oversized element rather than applying volume to every piece.,Oversized bags to non-oversized tops.,Does not prescribe body-shape effects or a particular colour or fabric.,retain,
K039,1,"For an explicit understated summer handbag, a button-up shirt or simple tank is a directly documented top direction.",bags,tops,bags,none,summer bag|summer handbag|canvas tote|raffia bag|woven bag,none,summer_minimal,womenswear,casual,daytime,summer,fashion_editorial,10 Chic Ways to Style Summer's Hero Handbags,Vogue,2023,https://www.vogue.com/article/summer-handbag-outfits,opening styling paragraph pairing understated bags with button-ups and tanks,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The article explicitly pairs understated summer handbags with a button-up or timeless tank.,Understated summer bags to simple tops.,Seasonal womenswear editorial; not support for formal or cold-weather contexts.,retain,
K040,1,"For explicit wide-leg trousers, an oversized band T-shirt is a documented casual top option.",bottoms,tops,bottoms,none,wide leg trouser|wide-leg trouser|wide leg pant|wide-leg pant,none,casual_volume,womenswear,casual,daytime,all,stylist_editorial,How to Style Wide-Leg Pants,Vogue,2024,https://www.vogue.com/article/how-to-style-wide-leg-pants,stylist paragraph describing an oversized band tee with wide-leg pants,2026-08-16,verified_reachable_and_direct_2026-08-16,high,A wardrobe stylist directly describes wearing wide-leg pants with an oversized band T-shirt.,Wide-leg trousers to an oversized casual tee.,One stylist's documented option; it does not supersede fitted-top alternatives.,retain,
K041,1,"For explicit cuffed or loose wide-leg trousers, a simple white button-down is a directly documented top pairing.",bottoms,tops,bottoms,none,cuffed trouser|wide leg trouser|wide-leg trouser|loose trouser,none,neutral_tailoring,womenswear,smart casual,office|daytime,all,fashion_editorial,Wide-Leg Trousers Are a Vogue Office Favorite—7 Street Style-Approved Ways to Wear Them,Vogue,2026,https://www.vogue.com/article/how-to-style-wide-leg-trousers,The Cuffed Pair section,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The article explicitly tops grey wide-leg trousers with a simple white button-down.,Cuffed or loose wide-leg trousers to white shirting.,Observed editorial formula; does not prescribe a shirt for every wide-leg silhouette.,retain,
K042,1,"For an explicit oversized tailored blazer or trouser suit, a simple white tank is a directly documented base top.",outerwear,tops,outerwear,none,oversized blazer|trouser suit|pantsuit|tailored suit,none,minimal_tailoring,womenswear,smart casual,office|dinner,all,fashion_editorial,How To Style A Suit In 2024 According To The Street-Style Set,British Vogue,2024,https://www.vogue.co.uk/article/how-to-style-a-suit,Monochrome section,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The monochrome formula explicitly combines an oversized blazer and loose trousers with a white tank.,Oversized tailoring to a white tank.,A specific street-style formula rather than a universal suiting requirement.,retain,
K043,1,"For an explicit voluminous leather bomber in a statement-trouser outfit, a plain white tank is a directly documented base top.",outerwear,tops,outerwear,none,leather bomber|voluminous bomber & statement trouser|checked trouser|check trouser,none,statement_balance,womenswear,smart casual,daytime,autumn,fashion_editorial,How Vogue's Shopping Editor Is Styling Trousers For Autumn,British Vogue,2024,https://www.vogue.co.uk/article/how-to-style-trousers-for-autumn,Leather bomber jacket + statement trousers + kitten heels section,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The editor explicitly combines statement check trousers and a voluminous leather bomber with a white tank.,Leather-bomber statement-trouser outfits to a white tank.,All stated outfit conditions must be observable; do not generalize to every bomber.,retain,
K044,1,"For explicit pointy cowboy boots worn with baggy denim, an Oxford or other button-up shirt is a directly documented top direction.",shoes,tops,shoes,none,cowboy boot|cowgirl boot|western boot & baggy jean|wide leg jean|wide-leg jean,none,western_polish,womenswear,casual,daytime,all,fashion_editorial,The New Baggy Jeans Dominating The Street-Style Circuit,British Vogue,2026,https://www.vogue.co.uk/article/baggy-jeans-trends-outfits,Cowboy roots city polish section,2026-08-16,verified_reachable_and_direct_2026-08-16,high,The article explicitly pairs pointy cowboy boots and baggy denim with an Oxford button-up.,Western boots with baggy denim to button-up tops.,Requires both footwear and denim context; not a generic western-wear rule.,retain,
